Datetime,DiffuseFlows
1/2/2017 2:30,0.156
1/2/2017 2:40,0.137
1/2/2017 2:50,0.148
1/2/2017 3:00,0.159
1/2/2017 3:10,0.137
1/2/2017 3:20,0.145
1/2/2017 3:30,0.156
1/2/2017 3:40,0.145
1/2/2017 3:50,0.119
1/2/2017 4:00,0.159
1/2/2017 4:10,0.126
1/2/2017 4:20,0.134
1/2/2017 4:30,0.119
1/2/2017 4:40,0.122
1/2/2017 4:50,0.178
1/2/2017 5:00,0.163
1/2/2017 5:10,0.115
1/2/2017 5:20,0.126
1/2/2017 5:30,0.174
1/2/2017 5:40,0.182
1/2/2017 5:50,0.134
1/2/2017 6:00,0.134
1/2/2017 6:10,0.145
1/2/2017 6:20,0.122
1/2/2017 6:30,0.141
1/2/2017 6:40,0.145
1/2/2017 6:50,0.141
1/2/2017 7:00,0.163
1/2/2017 7:10,0.152
1/2/2017 7:20,0.111
1/2/2017 7:30,0.122
1/2/2017 7:40,0.13
1/2/2017 7:50,0.137
1/2/2017 8:00,0.223
1/2/2017 8:10,0.89
1/2/2017 8:20,2.867
1/2/2017 8:30,6.472
1/2/2017 8:40,11.56
1/2/2017 8:50,19.49
1/2/2017 9:00,24.49
1/2/2017 9:10,27.88
1/2/2017 9:20,30.43
1/2/2017 9:30,33.24
1/2/2017 9:40,35.2
1/2/2017 9:50,36.92
1/2/2017 10:00,39.07
1/2/2017 10:10,40.01
1/2/2017 10:20,40.59
1/2/2017 10:30,42.31
1/2/2017 10:40,43.74
1/2/2017 10:50,43.39
1/2/2017 11:00,41.43
1/2/2017 11:10,41.13
1/2/2017 11:20,40.66
1/2/2017 11:30,41.23
1/2/2017 11:40,41.84
1/2/2017 11:50,41.83
1/2/2017 12:00,41.73
1/2/2017 12:10,42.38
1/2/2017 12:20,43.43
1/2/2017 12:30,43.25
1/2/2017 12:40,44.1
1/2/2017 12:50,44.53
1/2/2017 13:00,44.09
1/2/2017 13:10,44.43
1/2/2017 13:20,44.29
1/2/2017 13:30,43.72
1/2/2017 13:40,43.82
1/2/2017 13:50,43.68
1/2/2017 14:00,42.8
1/2/2017 14:10,42.58
1/2/2017 14:20,42.83
1/2/2017 14:30,41.88
1/2/2017 14:40,42.14
1/2/2017 14:50,41.5
1/2/2017 15:00,40.61
1/2/2017 15:10,42.48
1/2/2017 15:20,45.96
1/2/2017 15:30,57.35
1/2/2017 15:40,79.5
1/2/2017 15:50,121.3
1/2/2017 16:00,184
1/2/2017 16:10,238
1/2/2017 16:20,253.4
1/2/2017 16:30,248.1
1/2/2017 16:40,227.3
1/2/2017 16:50,200.6
1/2/2017 17:00,175
1/2/2017 17:10,148.2
1/2/2017 17:20,123.7
1/2/2017 17:30,98.6
1/2/2017 17:40,75.3
1/2/2017 17:50,25.24
1/2/2017 18:00,11.2
1/2/2017 18:10,6.524
1/2/2017 18:20,3.089
1/2/2017 18:30,0.946
1/2/2017 18:40,0.189
1/2/2017 18:50,0.119
1/2/2017 19:00,0.1
1/2/2017 19:10,0.093
1/2/2017 19:20,0.104
1/2/2017 19:30,0.108
1/2/2017 19:40,0.078
1/2/2017 19:50,0.122
1/2/2017 20:00,0.096
1/2/2017 20:10,0.074
1/2/2017 20:20,0.093
1/2/2017 20:30,0.093
1/2/2017 20:40,0.108
1/2/2017 20:50,0.122
1/2/2017 21:00,0.078
1/2/2017 21:10,0.067
1/2/2017 21:20,0.093
1/2/2017 21:30,0.085
1/2/2017 21:40,0.111
1/2/2017 21:50,0.119
1/2/2017 22:00,0.093
1/2/2017 22:10,0.134
1/2/2017 22:20,0.148
1/2/2017 22:30,0.063
1/2/2017 22:40,0.152
1/2/2017 22:50,0.1
1/2/2017 23:00,0.1
1/2/2017 23:10,0.152
1/2/2017 23:20,0.1
1/2/2017 23:30,0.111
1/2/2017 23:40,0.122
1/2/2017 23:50,0.152
1/3/2017 0:00,0.093
1/3/2017 0:10,0.141
1/3/2017 0:20,0.119
1/3/2017 0:30,0.145
1/3/2017 0:40,0.115
1/3/2017 0:50,0.23
1/3/2017 1:00,0.145
1/3/2017 1:10,0.148
1/3/2017 1:20,0.159
1/3/2017 1:30,0.156
1/3/2017 1:40,0.152
1/3/2017 1:50,0.148
1/3/2017 2:00,0.134
1/3/2017 2:10,0.159
1/3/2017 2:20,0.13
1/3/2017 2:30,0.119
1/3/2017 2:40,0.163
1/3/2017 2:50,0.174
1/3/2017 3:00,0.156
1/3/2017 3:10,0.152
1/3/2017 3:20,0.178
1/3/2017 3:30,0.134
1/3/2017 3:40,0.137
1/3/2017 3:50,0.182
1/3/2017 4:00,0.156
1/3/2017 4:10,0.156
1/3/2017 4:20,0.156
1/3/2017 4:30,0.137
1/3/2017 4:40,0.148
1/3/2017 4:50,0.148
1/3/2017 5:00,0.189
1/3/2017 5:10,0.152
1/3/2017 5:20,0.141
1/3/2017 5:30,0.074
1/3/2017 5:40,0.171
1/3/2017 5:50,0.174
1/3/2017 6:00,0.122
1/3/2017 6:10,0.159
1/3/2017 6:20,0.145
1/3/2017 6:30,0.163
1/3/2017 6:40,0.111
1/3/2017 6:50,0.148
1/3/2017 7:00,0.193
1/3/2017 7:10,0.145
1/3/2017 7:20,0.171
1/3/2017 7:30,0.145
1/3/2017 7:40,0.167
1/3/2017 7:50,0.122
1/3/2017 8:00,0.223
1/3/2017 8:10,0.849
1/3/2017 8:20,2.815
1/3/2017 8:30,6.119
1/3/2017 8:40,11.68
1/3/2017 8:50,20.54
1/3/2017 9:00,27.42
1/3/2017 9:10,33.31
1/3/2017 9:20,38.03
1/3/2017 9:30,40
1/3/2017 9:40,41.16
1/3/2017 9:50,40.65
1/3/2017 10:00,41.27
1/3/2017 10:10,42.92
1/3/2017 10:20,43.12
1/3/2017 10:30,43.18
1/3/2017 10:40,43.25
1/3/2017 10:50,43.08
1/3/2017 11:00,43.97
1/3/2017 11:10,44.96
1/3/2017 11:20,45.17
1/3/2017 11:30,44.82
1/3/2017 11:40,44.18
1/3/2017 11:50,45.02
1/3/2017 12:00,44.71
1/3/2017 12:10,45.04
1/3/2017 12:20,44.71
1/3/2017 12:30,45.15
1/3/2017 12:40,44.76
1/3/2017 12:50,44.76
1/3/2017 13:00,44.55
1/3/2017 13:10,44.78
1/3/2017 13:20,44.84
1/3/2017 13:30,44.76
1/3/2017 13:40,44.94
1/3/2017 13:50,45.25
1/3/2017 14:00,45.01
1/3/2017 14:10,44.23
1/3/2017 14:20,44.07
1/3/2017 14:30,43.33
1/3/2017 14:40,43.09
1/3/2017 14:50,43.03
1/3/2017 15:00,43.02
1/3/2017 15:10,45.37
1/3/2017 15:20,53.46
1/3/2017 15:30,72.7
1/3/2017 15:40,104.5
1/3/2017 15:50,155.7
1/3/2017 16:00,215.7
1/3/2017 16:10,256.6
1/3/2017 16:20,257.7
1/3/2017 16:30,240.7
1/3/2017 16:40,218.7
1/3/2017 16:50,193.2
1/3/2017 17:00,166.5
1/3/2017 17:10,142.4
1/3/2017 17:20,121.2
1/3/2017 17:30,98.6
1/3/2017 17:40,75.3
1/3/2017 17:50,31.14
1/3/2017 18:00,11.93
1/3/2017 18:10,6.887
1/3/2017 18:20,3.349
1/3/2017 18:30,1.087
1/3/2017 18:40,0.189
1/3/2017 18:50,0.115
1/3/2017 19:00,0.111
1/3/2017 19:10,0.093
1/3/2017 19:20,0.111
1/3/2017 19:30,0.115
1/3/2017 19:40,0.085
1/3/2017 19:50,0.074
1/3/2017 20:00,0.093
1/3/2017 20:10,0.089
1/3/2017 20:20,0.067
1/3/2017 20:30,0.1
1/3/2017 20:40,0.108
1/3/2017 20:50,0.096
1/3/2017 21:00,0.082
1/3/2017 21:10,0.111
1/3/2017 21:20,0.067
1/3/2017 21:30,0.1
1/3/2017 21:40,0.085
1/3/2017 21:50,0.078
1/3/2017 22:00,0.089
1/3/2017 22:10,0.108
1/3/2017 22:20,0.093
1/3/2017 22:30,0.059
1/3/2017 22:40,0.104
1/3/2017 22:50,0.115
1/3/2017 23:00,0.104
1/3/2017 23:10,0.078
1/3/2017 23:20,0.104
1/3/2017 23:30,0.159
1/3/2017 23:40,0.059
1/3/2017 23:50,0.059
1/4/2017 0:00,0.104
1/4/2017 0:10,0.111
1/4/2017 0:20,0.126
1/4/2017 0:30,0.082
1/4/2017 0:40,0.108
1/4/2017 0:50,0.111
1/4/2017 1:00,0.1
1/4/2017 1:10,0.093
1/4/2017 1:20,0.074
1/4/2017 1:30,0.082
1/4/2017 1:40,0.093
1/4/2017 1:50,0.089
1/4/2017 2:00,0.119
1/4/2017 2:10,0.115
1/4/2017 2:20,0.119
1/4/2017 2:30,0.111
1/4/2017 2:40,0.1
1/4/2017 2:50,0.13
1/4/2017 3:00,0.07
1/4/2017 3:10,0.13
1/4/2017 3:20,0.134
1/4/2017 3:30,0.115
1/4/2017 3:40,0.126
1/4/2017 3:50,0.111
1/4/2017 4:00,0.122
1/4/2017 4:10,0.108
1/4/2017 4:20,0.082
1/4/2017 4:30,0.108
1/4/2017 4:40,0.085
1/4/2017 4:50,0.111
1/4/2017 5:00,0.1
1/4/2017 5:10,0.119
1/4/2017 5:20,0.148
1/4/2017 5:30,0.119
1/4/2017 5:40,0.104
1/4/2017 5:50,0.137
1/4/2017 6:00,0.122
1/4/2017 6:10,0.085
1/4/2017 6:20,0.134
1/4/2017 6:30,0.148
1/4/2017 6:40,0.122
1/4/2017 6:50,0.13
1/4/2017 7:00,0.122
1/4/2017 7:10,0.111
1/4/2017 7:20,0.145
1/4/2017 7:30,0.137
1/4/2017 7:40,0.122
1/4/2017 7:50,0.119
1/4/2017 8:00,0.226
1/4/2017 8:10,0.816
1/4/2017 8:20,2.804
1/4/2017 8:30,6.283
1/4/2017 8:40,12.28
1/4/2017 8:50,22.59
1/4/2017 9:00,26.46
1/4/2017 9:10,31.27
1/4/2017 9:20,34.1
1/4/2017 9:30,34.58
1/4/2017 9:40,36.58
1/4/2017 9:50,37.53
1/4/2017 10:00,39.42
1/4/2017 10:10,39.09
1/4/2017 10:20,39.92
1/4/2017 10:30,40.57
1/4/2017 10:40,40.4
1/4/2017 10:50,39.4
1/4/2017 11:00,40.51
1/4/2017 11:10,40.3
1/4/2017 11:20,39.82
1/4/2017 11:30,39.15
1/4/2017 11:40,38.96
1/4/2017 11:50,37.73
1/4/2017 12:00,37.49
1/4/2017 12:10,37.37
1/4/2017 12:20,36.72
1/4/2017 12:30,36.75
1/4/2017 12:40,37.17
1/4/2017 12:50,37.24
1/4/2017 13:00,36.35
1/4/2017 13:10,36.78
1/4/2017 13:20,37.02
1/4/2017 13:30,38.74
1/4/2017 13:40,42.75
1/4/2017 13:50,45.15
1/4/2017 14:00,38.87
1/4/2017 14:10,43.49
1/4/2017 14:20,45.03
1/4/2017 14:30,46.62
1/4/2017 14:40,47.2
1/4/2017 14:50,45.45
1/4/2017 15:00,44.91
1/4/2017 15:10,50.26
1/4/2017 15:20,66.11
1/4/2017 15:30,96.9
1/4/2017 15:40,141.6
1/4/2017 15:50,199.9
1/4/2017 16:00,254.4
1/4/2017 16:10,281.1
1/4/2017 16:20,260.8
1/4/2017 16:30,249.6
1/4/2017 16:40,227.1
1/4/2017 16:50,195.4
1/4/2017 17:00,165.7
1/4/2017 17:10,138.9
1/4/2017 17:20,109.5
1/4/2017 17:30,89.7
1/4/2017 17:40,67.32
1/4/2017 17:50,32.7
1/4/2017 18:00,11.56
1/4/2017 18:10,7.05
1/4/2017 18:20,3.546
1/4/2017 18:30,1.22
1/4/2017 18:40,0.282
1/4/2017 18:50,0.089
1/4/2017 19:00,0.104
1/4/2017 19:10,0.093
1/4/2017 19:20,0.085
1/4/2017 19:30,0.078
1/4/2017 19:40,0.093
1/4/2017 19:50,0.067
1/4/2017 20:00,0.082
1/4/2017 20:10,0.108
1/4/2017 20:20,0.093
1/4/2017 20:30,0.104
1/4/2017 20:40,0.093
1/4/2017 20:50,0.056
1/4/2017 21:00,0.122
1/4/2017 21:10,0.074
1/4/2017 21:20,0.13
1/4/2017 21:30,0.096
1/4/2017 21:40,0.089
1/4/2017 21:50,0.119
1/4/2017 22:00,0.148
1/4/2017 22:10,0.07
1/4/2017 22:20,0.074
1/4/2017 22:30,0.13
1/4/2017 22:40,0.115
1/4/2017 22:50,0.122
1/4/2017 23:00,0.13
1/4/2017 23:10,0.137
1/4/2017 23:20,0.126
1/4/2017 23:30,0.096
1/4/2017 23:40,0.126
1/4/2017 23:50,0.141
1/5/2017 0:00,0.119
1/5/2017 0:10,0.096
1/5/2017 0:20,0.141
1/5/2017 0:30,0.134
1/5/2017 0:40,0.074
1/5/2017 0:50,0.148
1/5/2017 1:00,0.108
1/5/2017 1:10,0.115
1/5/2017 1:20,0.111
1/5/2017 1:30,0.145
1/5/2017 1:40,0.126
1/5/2017 1:50,0.115
1/5/2017 2:00,0.111
1/5/2017 2:10,0.115
1/5/2017 2:20,0.126
1/5/2017 2:30,0.13
1/5/2017 2:40,0.159
1/5/2017 2:50,0.159
1/5/2017 3:00,0.145
1/5/2017 3:10,0.204
1/5/2017 3:20,0.163
1/5/2017 3:30,0.104
1/5/2017 3:40,0.141
1/5/2017 3:50,0.148
1/5/2017 4:00,0.152
1/5/2017 4:10,0.122
1/5/2017 4:20,0.152
1/5/2017 4:30,0.108
1/5/2017 4:40,0.111
1/5/2017 4:50,0.111
1/5/2017 5:00,0.148
1/5/2017 5:10,0.137
1/5/2017 5:20,0.141
1/5/2017 5:30,0.141
1/5/2017 5:40,0.167
1/5/2017 5:50,0.119
1/5/2017 6:00,0.1
1/5/2017 6:10,0.115
1/5/2017 6:20,0.134
1/5/2017 6:30,0.134
1/5/2017 6:40,0.093
1/5/2017 6:50,0.119
1/5/2017 7:00,0.141
1/5/2017 7:10,0.119
1/5/2017 7:20,0.1
1/5/2017 7:30,0.111
1/5/2017 7:40,0.152
1/5/2017 7:50,0.163
1/5/2017 8:00,0.26
1/5/2017 8:10,0.86
1/5/2017 8:20,2.752
1/5/2017 8:30,6.446
1/5/2017 8:40,11.54
1/5/2017 8:50,24.26
1/5/2017 9:00,25.83
1/5/2017 9:10,26.97
1/5/2017 9:20,29.01
1/5/2017 9:30,30.93
1/5/2017 9:40,32.3
1/5/2017 9:50,33.84
1/5/2017 10:00,34.92
1/5/2017 10:10,36.09
1/5/2017 10:20,37.37
1/5/2017 10:30,38.78
1/5/2017 10:40,40.38
1/5/2017 10:50,42.41
1/5/2017 11:00,44.35
1/5/2017 11:10,45.19
1/5/2017 11:20,45.14
1/5/2017 11:30,44.21
1/5/2017 11:40,45.06
1/5/2017 11:50,45.84
1/5/2017 12:00,46.63
1/5/2017 12:10,47.67
1/5/2017 12:20,48.59
1/5/2017 12:30,49.94
1/5/2017 12:40,51.74
1/5/2017 12:50,52.85
1/5/2017 13:00,53.51
1/5/2017 13:10,53.52
1/5/2017 13:20,55.24
1/5/2017 13:30,58.49
1/5/2017 13:40,59.77
1/5/2017 13:50,59.52
1/5/2017 14:00,62.08
1/5/2017 14:10,61.4
1/5/2017 14:20,63.12
1/5/2017 14:30,64.3
1/5/2017 14:40,65.59
1/5/2017 14:50,66.28
1/5/2017 15:00,70.2
1/5/2017 15:10,81.6
1/5/2017 15:20,106.7
1/5/2017 15:30,144.8
1/5/2017 15:40,161.9
1/5/2017 15:50,236
1/5/2017 16:00,208.6
1/5/2017 16:10,195.5
1/5/2017 16:20,245.4
1/5/2017 16:30,220.1
1/5/2017 16:40,208
1/5/2017 16:50,182.3
1/5/2017 17:00,150.3
1/5/2017 17:10,60.8
1/5/2017 17:20,97.1
1/5/2017 17:30,60.16
1/5/2017 17:40,32.23
1/5/2017 17:50,34.37
1/5/2017 18:00,18.68
1/5/2017 18:10,8.61
1/5/2017 18:20,3.356
1/5/2017 18:30,0.905
1/5/2017 18:40,0.189
1/5/2017 18:50,0.152
1/5/2017 19:00,0.126
1/5/2017 19:10,0.145
1/5/2017 19:20,0.108
1/5/2017 19:30,0.096
1/5/2017 19:40,0.07
1/5/2017 19:50,0.082
1/5/2017 20:00,0.108
1/5/2017 20:10,0.119
1/5/2017 20:20,0.093
1/5/2017 20:30,0.137
1/5/2017 20:40,0.1
1/5/2017 20:50,0.119
1/5/2017 21:00,0.104
1/5/2017 21:10,0.108
1/5/2017 21:20,0.119
1/5/2017 21:30,0.13
1/5/2017 21:40,0.13
1/5/2017 21:50,0.108
1/5/2017 22:00,0.089
1/5/2017 22:10,0.134
1/5/2017 22:20,0.119
1/5/2017 22:30,0.13
1/5/2017 22:40,0.126
1/5/2017 22:50,0.134
1/5/2017 23:00,0.122
1/5/2017 23:10,0.167
1/5/2017 23:20,0.141
1/5/2017 23:30,0.145
1/5/2017 23:40,0.145
1/5/2017 23:50,0.156
1/6/2017 0:00,0.145
1/6/2017 0:10,0.119
1/6/2017 0:20,0.178
1/6/2017 0:30,0.115
1/6/2017 0:40,0.159
1/6/2017 0:50,0.134
1/6/2017 1:00,0.13
1/6/2017 1:10,0.126
1/6/2017 1:20,0.193
1/6/2017 1:30,0.126
1/6/2017 1:40,0.126
1/6/2017 1:50,0.163
1/6/2017 2:00,0.171
1/6/2017 2:10,0.171
1/6/2017 2:20,0.148
1/6/2017 2:30,0.134
1/6/2017 2:40,0.13
1/6/2017 2:50,0.134
1/6/2017 3:00,0.152
1/6/2017 3:10,0.171
1/6/2017 3:20,0.141
1/6/2017 3:30,0.13
1/6/2017 3:40,0.167
1/6/2017 3:50,0.156
1/6/2017 4:00,0.215
1/6/2017 4:10,0.252
1/6/2017 4:20,0.152
1/6/2017 4:30,0.174
1/6/2017 4:40,0.137
1/6/2017 4:50,0.152
1/6/2017 5:00,0.156
1/6/2017 5:10,0.152
1/6/2017 5:20,0.134
1/6/2017 5:30,0.171
1/6/2017 5:40,0.152
1/6/2017 5:50,0.134
1/6/2017 6:00,0.111
1/6/2017 6:10,0.148
1/6/2017 6:20,0.178
1/6/2017 6:30,0.174
1/6/2017 6:40,0.148
1/6/2017 6:50,0.152
1/6/2017 7:00,0.152
1/6/2017 7:10,0.189
1/6/2017 7:20,0.122
1/6/2017 7:30,0.119
1/6/2017 7:40,0.115
1/6/2017 7:50,0.134
1/6/2017 8:00,0.23
1/6/2017 8:10,0.708
1/6/2017 8:20,2.908
1/6/2017 8:30,5.259
1/6/2017 8:40,12.03
1/6/2017 8:50,35.81
1/6/2017 9:00,52.65
1/6/2017 9:10,59.62
1/6/2017 9:20,59.66
1/6/2017 9:30,73.8
1/6/2017 9:40,97
1/6/2017 9:50,115.4
1/6/2017 10:00,110.2
1/6/2017 10:10,116
1/6/2017 10:20,137.7
1/6/2017 10:30,151.9
1/6/2017 10:40,146.1
1/6/2017 10:50,133.6
1/6/2017 11:00,138.8
1/6/2017 11:10,191.8
1/6/2017 11:20,253.7
1/6/2017 11:30,202
1/6/2017 11:40,167
1/6/2017 11:50,176
1/6/2017 12:00,197
1/6/2017 12:10,218.2
1/6/2017 12:20,216.5
1/6/2017 12:30,202.6
1/6/2017 12:40,231.8
1/6/2017 12:50,248.8
1/6/2017 13:00,284.8
1/6/2017 13:10,308.3
1/6/2017 13:20,234.6
1/6/2017 13:30,175.9
1/6/2017 13:40,165.6
1/6/2017 13:50,172.3
1/6/2017 14:00,222
1/6/2017 14:10,271.5
1/6/2017 14:20,287.6
1/6/2017 14:30,254.7
1/6/2017 14:40,226.7
1/6/2017 14:50,207.5
1/6/2017 15:00,183.2
1/6/2017 15:10,169
1/6/2017 15:20,165.5
1/6/2017 15:30,161.1
1/6/2017 15:40,158.8
1/6/2017 15:50,146.8
1/6/2017 16:00,142.8
1/6/2017 16:10,144.1
1/6/2017 16:20,133.8
1/6/2017 16:30,113.6
1/6/2017 16:40,95.5
1/6/2017 16:50,79.2
1/6/2017 17:00,62.59
1/6/2017 17:10,49.36
1/6/2017 17:20,42.44
1/6/2017 17:30,39.13
1/6/2017 17:40,31.5
1/6/2017 17:50,23.81
1/6/2017 18:00,13.36
1/6/2017 18:10,7.43
1/6/2017 18:20,2.73
1/6/2017 18:30,0.668
1/6/2017 18:40,0.182
1/6/2017 18:50,0.108
1/6/2017 19:00,0.082
1/6/2017 19:10,0.07
1/6/2017 19:20,0.085
1/6/2017 19:30,0.148
1/6/2017 19:40,0.111
1/6/2017 19:50,0.141
1/6/2017 20:00,0.111
1/6/2017 20:10,0.13
1/6/2017 20:20,0.156
1/6/2017 20:30,0.115
1/6/2017 20:40,0.096
1/6/2017 20:50,0.152
1/6/2017 21:00,0.122
1/6/2017 21:10,0.148
1/6/2017 21:20,0.111
1/6/2017 21:30,0.119
1/6/2017 21:40,0.134
1/6/2017 21:50,0.137
1/6/2017 22:00,0.122
1/6/2017 22:10,0.137
1/6/2017 22:20,0.148
1/6/2017 22:30,0.115
1/6/2017 22:40,0.104
1/6/2017 22:50,0.171
1/6/2017 23:00,0.167
1/6/2017 23:10,0.126
1/6/2017 23:20,0.119
1/6/2017 23:30,0.134
1/6/2017 23:40,0.152
1/6/2017 23:50,0.145
1/7/2017 0:00,0.141
1/7/2017 0:10,0.119
1/7/2017 0:20,0.137
1/7/2017 0:30,0.137
1/7/2017 0:40,0.126
1/7/2017 0:50,0.145
1/7/2017 1:00,0.145
1/7/2017 1:10,0.141
1/7/2017 1:20,0.126
1/7/2017 1:30,0.122
1/7/2017 1:40,0.163
1/7/2017 1:50,0.122
1/7/2017 2:00,0.13
1/7/2017 2:10,0.13
1/7/2017 2:20,0.171
1/7/2017 2:30,0.122
1/7/2017 2:40,0.152
1/7/2017 2:50,0.115
1/7/2017 3:00,0.137
1/7/2017 3:10,0.178
1/7/2017 3:20,0.126
1/7/2017 3:30,0.145
1/7/2017 3:40,0.126
1/7/2017 3:50,0.126
1/7/2017 4:00,0.111
1/7/2017 4:10,0.13
1/7/2017 4:20,0.171
1/7/2017 4:30,0.185
1/7/2017 4:40,0.152
1/7/2017 4:50,0.145
1/7/2017 5:00,0.159
1/7/2017 5:10,0.134
1/7/2017 5:20,0.122
1/7/2017 5:30,0.108
1/7/2017 5:40,0.152
1/7/2017 5:50,0.141
1/7/2017 6:00,0.137
1/7/2017 6:10,0.2
1/7/2017 6:20,0.167
1/7/2017 6:30,0.152
1/7/2017 6:40,0.141
1/7/2017 6:50,0.134
1/7/2017 7:00,0.152
1/7/2017 7:10,0.163
1/7/2017 7:20,0.134
1/7/2017 7:30,0.122
1/7/2017 7:40,0.171
1/7/2017 7:50,0.148
1/7/2017 8:00,0.223
1/7/2017 8:10,0.53
1/7/2017 8:20,3.95
1/7/2017 8:30,8.56
1/7/2017 8:40,20.75
1/7/2017 8:50,44.16
1/7/2017 9:00,51.8
1/7/2017 9:10,38.59
1/7/2017 9:20,31.65
1/7/2017 9:30,41.97
1/7/2017 9:40,47.6
1/7/2017 9:50,51.81
1/7/2017 10:00,54.29
1/7/2017 10:10,53.12
1/7/2017 10:20,51.14
1/7/2017 10:30,52.52
1/7/2017 10:40,56.03
1/7/2017 10:50,58.07
1/7/2017 11:00,60.48
1/7/2017 11:10,63.81
1/7/2017 11:20,66.11
