Datetime,GeneralDiffuseFlows
1/2/2017 17:50,22.4
1/2/2017 18:00,11.04
1/2/2017 18:10,6.504
1/2/2017 18:20,3.071
1/2/2017 18:30,0.933
1/2/2017 18:40,0.143
1/2/2017 18:50,0.037
1/2/2017 19:00,0.066
1/2/2017 19:10,0.081
1/2/2017 19:20,0.029
1/2/2017 19:30,0.04
1/2/2017 19:40,0.073
1/2/2017 19:50,0.055
1/2/2017 20:00,0.055
1/2/2017 20:10,0.055
1/2/2017 20:20,0.055
1/2/2017 20:30,0.055
1/2/2017 20:40,0.066
1/2/2017 20:50,0.066
1/2/2017 21:00,0.048
1/2/2017 21:10,0.051
1/2/2017 21:20,0.055
1/2/2017 21:30,0.07
1/2/2017 21:40,0.07
1/2/2017 21:50,0.051
1/2/2017 22:00,0.084
1/2/2017 22:10,0.066
1/2/2017 22:20,0.037
1/2/2017 22:30,0.102
1/2/2017 22:40,0.062
1/2/2017 22:50,0.11
1/2/2017 23:00,0.077
1/2/2017 23:10,0.051
1/2/2017 23:20,0.051
1/2/2017 23:30,0.059
1/2/2017 23:40,0.07
1/2/2017 23:50,0.044
1/3/2017 0:00,0.117
1/3/2017 0:10,0.07
1/3/2017 0:20,0.102
1/3/2017 0:30,0.07
1/3/2017 0:40,0.073
1/3/2017 0:50,0.018
1/3/2017 1:00,0.062
1/3/2017 1:10,0.062
1/3/2017 1:20,0.059
1/3/2017 1:30,0.062
1/3/2017 1:40,0.073
1/3/2017 1:50,0.044
1/3/2017 2:00,0.095
1/3/2017 2:10,0.055
1/3/2017 2:20,0.044
1/3/2017 2:30,0.081
1/3/2017 2:40,0.073
1/3/2017 2:50,0.062
1/3/2017 3:00,0.055
1/3/2017 3:10,0.088
1/3/2017 3:20,0.084
1/3/2017 3:30,0.077
1/3/2017 3:40,0.07
1/3/2017 3:50,0.059
1/3/2017 4:00,0.077
1/3/2017 4:10,0.07
1/3/2017 4:20,0.055
1/3/2017 4:30,0.073
1/3/2017 4:40,0.077
1/3/2017 4:50,0.066
1/3/2017 5:00,0.048
1/3/2017 5:10,0.04
1/3/2017 5:20,0.084
1/3/2017 5:30,0.073
1/3/2017 5:40,0.077
1/3/2017 5:50,0.062
1/3/2017 6:00,0.102
1/3/2017 6:10,0.084
1/3/2017 6:20,0.062
1/3/2017 6:30,0.048
1/3/2017 6:40,0.099
1/3/2017 6:50,0.077
1/3/2017 7:00,0.055
1/3/2017 7:10,0.062
1/3/2017 7:20,0.048
1/3/2017 7:30,0.084
1/3/2017 7:40,0.059
1/3/2017 7:50,0.07
1/3/2017 8:00,0.146
1/3/2017 8:10,0.834
1/3/2017 8:20,2.88
1/3/2017 8:30,6.306
1/3/2017 8:40,12.91
1/3/2017 8:50,38
1/3/2017 9:00,64.8
1/3/2017 9:10,85.3
1/3/2017 9:20,109.4
1/3/2017 9:30,135.3
1/3/2017 9:40,161.3
1/3/2017 9:50,191.6
1/3/2017 10:00,220.3
1/3/2017 10:10,245.9
1/3/2017 10:20,269.7
1/3/2017 10:30,294.9
1/3/2017 10:40,319
1/3/2017 10:50,339.3
1/3/2017 11:00,361.2
1/3/2017 11:10,380.3
1/3/2017 11:20,397.2
1/3/2017 11:30,413.4
1/3/2017 11:40,428.2
1/3/2017 11:50,440.5
1/3/2017 12:00,452.5
1/3/2017 12:10,462.8
1/3/2017 12:20,470.7
1/3/2017 12:30,478
1/3/2017 12:40,484
1/3/2017 12:50,488.8
1/3/2017 13:00,492.7
1/3/2017 13:10,493.3
1/3/2017 13:20,491.9
1/3/2017 13:30,490.1
1/3/2017 13:40,487.1
1/3/2017 13:50,480.4
1/3/2017 14:00,472.9
1/3/2017 14:10,465.8
1/3/2017 14:20,455.2
1/3/2017 14:30,443.9
1/3/2017 14:40,430.9
1/3/2017 14:50,415.4
1/3/2017 15:00,401.3
1/3/2017 15:10,385.4
1/3/2017 15:20,366.1
1/3/2017 15:30,348.4
1/3/2017 15:40,328.3
1/3/2017 15:50,306.7
1/3/2017 16:00,283.3
1/3/2017 16:10,259.9
1/3/2017 16:20,234.7
1/3/2017 16:30,208.8
1/3/2017 16:40,184.9
1/3/2017 16:50,160.4
1/3/2017 17:00,131.7
1/3/2017 17:10,115.7
1/3/2017 17:20,97.1
1/3/2017 17:30,77.8
1/3/2017 17:40,58.28
1/3/2017 17:50,26.56
1/3/2017 18:00,11.76
1/3/2017 18:10,6.804
1/3/2017 18:20,3.327
1/3/2017 18:30,1.014
1/3/2017 18:40,0.209
1/3/2017 18:50,0.059
1/3/2017 19:00,0.066
1/3/2017 19:10,0.073
1/3/2017 19:20,0.059
1/3/2017 19:30,0.073
1/3/2017 19:40,0.051
1/3/2017 19:50,0.059
1/3/2017 20:00,0.055
1/3/2017 20:10,0.088
1/3/2017 20:20,0.084
1/3/2017 20:30,0.081
1/3/2017 20:40,0.066
1/3/2017 20:50,0.062
1/3/2017 21:00,0.055
1/3/2017 21:10,0.037
1/3/2017 21:20,0.066
1/3/2017 21:30,0.059
1/3/2017 21:40,0.055
1/3/2017 21:50,0.081
1/3/2017 22:00,0.073
1/3/2017 22:10,0.051
1/3/2017 22:20,0.062
1/3/2017 22:30,0.062
1/3/2017 22:40,0.051
1/3/2017 22:50,0.062
1/3/2017 23:00,0.062
1/3/2017 23:10,0.073
1/3/2017 23:20,0.048
1/3/2017 23:30,0.04
1/3/2017 23:40,0.059
1/3/2017 23:50,0.077
1/4/2017 0:00,0.062
1/4/2017 0:10,0.044
1/4/2017 0:20,0.044
1/4/2017 0:30,0.055
1/4/2017 0:40,0.055
1/4/2017 0:50,0.062
1/4/2017 1:00,0.037
1/4/2017 1:10,0.073
1/4/2017 1:20,0.077
1/4/2017 1:30,0.062
1/4/2017 1:40,0.073
1/4/2017 1:50,0.059
1/4/2017 2:00,0.059
1/4/2017 2:10,0.066
1/4/2017 2:20,0.073
1/4/2017 2:30,0.07
1/4/2017 2:40,0.077
1/4/2017 2:50,0.077
1/4/2017 3:00,0.066
1/4/2017 3:10,0.062
1/4/2017 3:20,0.059
1/4/2017 3:30,0.07
1/4/2017 3:40,0.062
1/4/2017 3:50,0.044
1/4/2017 4:00,0.084
1/4/2017 4:10,0.084
1/4/2017 4:20,0.04
1/4/2017 4:30,0.062
1/4/2017 4:40,0.055
1/4/2017 4:50,0.055
1/4/2017 5:00,0.062
1/4/2017 5:10,0.062
1/4/2017 5:20,0.062
1/4/2017 5:30,0.077
1/4/2017 5:40,0.062
1/4/2017 5:50,0.081
1/4/2017 6:00,0.07
1/4/2017 6:10,0.07
1/4/2017 6:20,0.029
1/4/2017 6:30,0.051
1/4/2017 6:40,0.066
1/4/2017 6:50,0.033
1/4/2017 7:00,0.051
1/4/2017 7:10,0.048
1/4/2017 7:20,0.051
1/4/2017 7:30,0.07
1/4/2017 7:40,0.07
1/4/2017 7:50,0.11
1/4/2017 8:00,0.146
1/4/2017 8:10,0.878
1/4/2017 8:20,2.906
1/4/2017 8:30,6.456
1/4/2017 8:40,13.9
1/4/2017 8:50,47.75
1/4/2017 9:00,70.5
1/4/2017 9:10,92.6
1/4/2017 9:20,118
1/4/2017 9:30,145.1
1/4/2017 9:40,170.9
1/4/2017 9:50,196.1
1/4/2017 10:00,220.3
1/4/2017 10:10,248.3
1/4/2017 10:20,272.8
1/4/2017 10:30,297.3
1/4/2017 10:40,320.5
1/4/2017 10:50,343.3
1/4/2017 11:00,354.4
1/4/2017 11:10,384.7
1/4/2017 11:20,402.8
1/4/2017 11:30,420.1
1/4/2017 11:40,436.2
1/4/2017 11:50,451.6
1/4/2017 12:00,466.4
1/4/2017 12:10,477
1/4/2017 12:20,485.7
1/4/2017 12:30,492.7
1/4/2017 12:40,499.7
1/4/2017 12:50,503.9
1/4/2017 13:00,505.9
1/4/2017 13:10,508.4
1/4/2017 13:20,506.6
1/4/2017 13:30,503.5
1/4/2017 13:40,501
1/4/2017 13:50,486.7
1/4/2017 14:00,485.9
1/4/2017 14:10,468.6
1/4/2017 14:20,458.1
1/4/2017 14:30,448.2
1/4/2017 14:40,430.7
1/4/2017 14:50,418.2
1/4/2017 15:00,409.7
1/4/2017 15:10,391.1
1/4/2017 15:20,373.1
1/4/2017 15:30,354.9
1/4/2017 15:40,335.5
1/4/2017 15:50,314.5
1/4/2017 16:00,291
1/4/2017 16:10,266.4
1/4/2017 16:20,229.8
1/4/2017 16:30,211.4
1/4/2017 16:40,189.1
1/4/2017 16:50,160.3
1/4/2017 17:00,134.8
1/4/2017 17:10,112
1/4/2017 17:20,88
1/4/2017 17:30,71.1
1/4/2017 17:40,52.73
1/4/2017 17:50,27.54
1/4/2017 18:00,11.43
1/4/2017 18:10,7.03
1/4/2017 18:20,3.532
1/4/2017 18:30,1.142
1/4/2017 18:40,0.179
1/4/2017 18:50,0.106
1/4/2017 19:00,0.051
1/4/2017 19:10,0.044
1/4/2017 19:20,0.113
1/4/2017 19:30,0.106
1/4/2017 19:40,0.051
1/4/2017 19:50,0.07
1/4/2017 20:00,0.095
1/4/2017 20:10,0.077
1/4/2017 20:20,0.066
1/4/2017 20:30,0.04
1/4/2017 20:40,0.044
1/4/2017 20:50,0.07
1/4/2017 21:00,0.044
1/4/2017 21:10,0.113
1/4/2017 21:20,0.033
1/4/2017 21:30,0.051
1/4/2017 21:40,0.044
1/4/2017 21:50,0.07
1/4/2017 22:00,0.077
1/4/2017 22:10,0.062
1/4/2017 22:20,0.073
1/4/2017 22:30,0.066
1/4/2017 22:40,0.088
1/4/2017 22:50,0.07
1/4/2017 23:00,0.073
1/4/2017 23:10,0.095
1/4/2017 23:20,0.051
1/4/2017 23:30,0.051
1/4/2017 23:40,0.055
1/4/2017 23:50,0.081
1/5/2017 0:00,0.048
1/5/2017 0:10,0.037
1/5/2017 0:20,0.07
1/5/2017 0:30,0.088
1/5/2017 0:40,0.077
1/5/2017 0:50,0.051
1/5/2017 1:00,0.091
1/5/2017 1:10,0.059
1/5/2017 1:20,0.106
1/5/2017 1:30,0.07
1/5/2017 1:40,0.059
1/5/2017 1:50,0.099
1/5/2017 2:00,0.077
1/5/2017 2:10,0.091
1/5/2017 2:20,0.088
1/5/2017 2:30,0.066
1/5/2017 2:40,0.062
1/5/2017 2:50,0.084
1/5/2017 3:00,0.077
1/5/2017 3:10,0.07
1/5/2017 3:20,0.066
1/5/2017 3:30,0.088
1/5/2017 3:40,0.066
1/5/2017 3:50,0.051
1/5/2017 4:00,0.066
1/5/2017 4:10,0.081
1/5/2017 4:20,0.081
1/5/2017 4:30,0.084
1/5/2017 4:40,0.066
1/5/2017 4:50,0.059
1/5/2017 5:00,0.077
1/5/2017 5:10,0.07
1/5/2017 5:20,0.07
1/5/2017 5:30,0.04
1/5/2017 5:40,0.055
1/5/2017 5:50,0.077
1/5/2017 6:00,0.062
1/5/2017 6:10,0.084
1/5/2017 6:20,0.066
1/5/2017 6:30,0.051
1/5/2017 6:40,0.081
1/5/2017 6:50,0.051
1/5/2017 7:00,0.066
1/5/2017 7:10,0.07
1/5/2017 7:20,0.051
1/5/2017 7:30,0.07
1/5/2017 7:40,0.077
1/5/2017 7:50,0.066
1/5/2017 8:00,0.187
1/5/2017 8:10,0.922
1/5/2017 8:20,3.052
1/5/2017 8:30,6.559
1/5/2017 8:40,13.12
1/5/2017 8:50,51.16
1/5/2017 9:00,75.1
1/5/2017 9:10,98.3
1/5/2017 9:20,123
1/5/2017 9:30,148.3
1/5/2017 9:40,174.2
1/5/2017 9:50,200.3
1/5/2017 10:00,227.2
1/5/2017 10:10,252.9
1/5/2017 10:20,277.7
1/5/2017 10:30,300.1
1/5/2017 10:40,322.5
1/5/2017 10:50,344.2
1/5/2017 11:00,365.7
1/5/2017 11:10,384.3
1/5/2017 11:20,401.8
1/5/2017 11:30,419.3
1/5/2017 11:40,433.4
1/5/2017 11:50,447.5
1/5/2017 12:00,459.9
1/5/2017 12:10,468.9
1/5/2017 12:20,479.2
1/5/2017 12:30,483.6
1/5/2017 12:40,488.2
1/5/2017 12:50,492.2
1/5/2017 13:00,494.6
1/5/2017 13:10,495.7
1/5/2017 13:20,494.3
1/5/2017 13:30,494.8
1/5/2017 13:40,473.2
1/5/2017 13:50,480.6
1/5/2017 14:00,470.4
1/5/2017 14:10,463.8
1/5/2017 14:20,452.8
1/5/2017 14:30,441.8
1/5/2017 14:40,429.9
1/5/2017 14:50,411.4
1/5/2017 15:00,392.7
1/5/2017 15:10,372.2
1/5/2017 15:20,358.8
1/5/2017 15:30,327.3
1/5/2017 15:40,265.6
1/5/2017 15:50,295.5
1/5/2017 16:00,212.4
1/5/2017 16:10,183.4
1/5/2017 16:20,217.7
1/5/2017 16:30,191.7
1/5/2017 16:40,177.7
1/5/2017 16:50,153.9
1/5/2017 17:00,126.4
1/5/2017 17:10,54.02
1/5/2017 17:20,80.8
1/5/2017 17:30,50.62
1/5/2017 17:40,27.97
1/5/2017 17:50,29.67
1/5/2017 18:00,17.81
1/5/2017 18:10,8.26
1/5/2017 18:20,3.239
1/5/2017 18:30,0.875
1/5/2017 18:40,0.154
1/5/2017 18:50,0.055
1/5/2017 19:00,0.051
1/5/2017 19:10,0.04
1/5/2017 19:20,0.062
1/5/2017 19:30,0.077
1/5/2017 19:40,0.095
1/5/2017 19:50,0.055
1/5/2017 20:00,0.055
1/5/2017 20:10,0.062
1/5/2017 20:20,0.062
1/5/2017 20:30,0.059
1/5/2017 20:40,0.048
1/5/2017 20:50,0.048
1/5/2017 21:00,0.055
1/5/2017 21:10,0.077
1/5/2017 21:20,0.059
1/5/2017 21:30,0.051
1/5/2017 21:40,0.048
1/5/2017 21:50,0.044
1/5/2017 22:00,0.062
1/5/2017 22:10,0.055
1/5/2017 22:20,0.059
1/5/2017 22:30,0.062
1/5/2017 22:40,0.059
1/5/2017 22:50,0.066
1/5/2017 23:00,0.07
1/5/2017 23:10,0.07
1/5/2017 23:20,0.066
1/5/2017 23:30,0.062
1/5/2017 23:40,0.033
1/5/2017 23:50,0.033
1/6/2017 0:00,0.07
1/6/2017 0:10,0.062
1/6/2017 0:20,0.044
1/6/2017 0:30,0.059
1/6/2017 0:40,0.051
1/6/2017 0:50,0.073
1/6/2017 1:00,0.059
1/6/2017 1:10,0.073
1/6/2017 1:20,0.051
1/6/2017 1:30,0.073
1/6/2017 1:40,0.081
1/6/2017 1:50,0.084
1/6/2017 2:00,0.077
1/6/2017 2:10,0.059
1/6/2017 2:20,0.066
1/6/2017 2:30,0.095
1/6/2017 2:40,0.081
1/6/2017 2:50,0.062
1/6/2017 3:00,0.059
1/6/2017 3:10,0.059
1/6/2017 3:20,0.055
1/6/2017 3:30,0.066
1/6/2017 3:40,0.066
1/6/2017 3:50,0.048
1/6/2017 4:00,0.062
1/6/2017 4:10,0.037
1/6/2017 4:20,0.062
1/6/2017 4:30,0.059
1/6/2017 4:40,0.091
1/6/2017 4:50,0.048
1/6/2017 5:00,0.04
1/6/2017 5:10,0.055
1/6/2017 5:20,0.07
1/6/2017 5:30,0.051
1/6/2017 5:40,0.07
1/6/2017 5:50,0.044
1/6/2017 6:00,0.07
1/6/2017 6:10,0.073
1/6/2017 6:20,0.04
1/6/2017 6:30,0.062
1/6/2017 6:40,0.073
1/6/2017 6:50,0.073
1/6/2017 7:00,0.04
1/6/2017 7:10,0.066
1/6/2017 7:20,0.084
1/6/2017 7:30,0.062
1/6/2017 7:40,0.059
1/6/2017 7:50,0.095
1/6/2017 8:00,0.106
1/6/2017 8:10,0.761
1/6/2017 8:20,3.089
1/6/2017 8:30,5.538
1/6/2017 8:40,12.6
1/6/2017 8:50,49.13
1/6/2017 9:00,78.7
1/6/2017 9:10,87.2
1/6/2017 9:20,78
1/6/2017 9:30,82.3
1/6/2017 9:40,106.4
1/6/2017 9:50,121.6
1/6/2017 10:00,114.3
1/6/2017 10:10,118.9
1/6/2017 10:20,140.9
1/6/2017 10:30,153.3
1/6/2017 10:40,144.4
1/6/2017 10:50,132.8
1/6/2017 11:00,140.9
1/6/2017 11:10,217.2
1/6/2017 11:20,349.9
1/6/2017 11:30,224.5
1/6/2017 11:40,175.1
1/6/2017 11:50,182
1/6/2017 12:00,210
1/6/2017 12:10,268.5
1/6/2017 12:20,274.3
1/6/2017 12:30,235.1
1/6/2017 12:40,267.4
1/6/2017 12:50,290.6
1/6/2017 13:00,332.7
1/6/2017 13:10,348.7
1/6/2017 13:20,244.2
1/6/2017 13:30,177.4
1/6/2017 13:40,168.6
1/6/2017 13:50,168.7
1/6/2017 14:00,215.8
1/6/2017 14:10,266.4
1/6/2017 14:20,291.4
1/6/2017 14:30,280.2
1/6/2017 14:40,247.7
1/6/2017 14:50,216.5
1/6/2017 15:00,181.4
1/6/2017 15:10,165.9
1/6/2017 15:20,162.8
1/6/2017 15:30,157
1/6/2017 15:40,158.5
1/6/2017 15:50,145.9
1/6/2017 16:00,143.1
1/6/2017 16:10,143.3
1/6/2017 16:20,131.9
1/6/2017 16:30,111.7
1/6/2017 16:40,94.1
1/6/2017 16:50,78.1
1/6/2017 17:00,62.09
1/6/2017 17:10,49.33
1/6/2017 17:20,42.35
1/6/2017 17:30,38.2
1/6/2017 17:40,30.99
1/6/2017 17:50,23.54
1/6/2017 18:00,13.38
1/6/2017 18:10,7.34
1/6/2017 18:20,2.701
1/6/2017 18:30,0.608
1/6/2017 18:40,0.099
1/6/2017 18:50,0.055
1/6/2017 19:00,0.084
1/6/2017 19:10,0.033
1/6/2017 19:20,0.055
1/6/2017 19:30,0.07
1/6/2017 19:40,0.059
1/6/2017 19:50,0.033
1/6/2017 20:00,0.022
1/6/2017 20:10,0.066
1/6/2017 20:20,0.044
1/6/2017 20:30,0.073
1/6/2017 20:40,0.073
1/6/2017 20:50,0.048
1/6/2017 21:00,0.07
1/6/2017 21:10,0.026
1/6/2017 21:20,0.081
1/6/2017 21:30,0.066
1/6/2017 21:40,0.04
1/6/2017 21:50,0.044
1/6/2017 22:00,0.055
1/6/2017 22:10,0.055
1/6/2017 22:20,0.033
1/6/2017 22:30,0.051
1/6/2017 22:40,0.062
1/6/2017 22:50,0.044
1/6/2017 23:00,0.037
1/6/2017 23:10,0.051
1/6/2017 23:20,0.055
1/6/2017 23:30,0.07
1/6/2017 23:40,0.048
1/6/2017 23:50,0.051
1/7/2017 0:00,0.055
1/7/2017 0:10,0.062
1/7/2017 0:20,0.04
1/7/2017 0:30,0.055
1/7/2017 0:40,0.059
1/7/2017 0:50,0.073
1/7/2017 1:00,0.059
1/7/2017 1:10,0.048
1/7/2017 1:20,0.04
1/7/2017 1:30,0.059
1/7/2017 1:40,0.059
1/7/2017 1:50,0.048
1/7/2017 2:00,0.051
1/7/2017 2:10,0.037
1/7/2017 2:20,0.026
1/7/2017 2:30,0.088
1/7/2017 2:40,0.044
1/7/2017 2:50,0.037
1/7/2017 3:00,0.044
1/7/2017 3:10,0.059
1/7/2017 3:20,0.059
1/7/2017 3:30,0.037
1/7/2017 3:40,0.055
1/7/2017 3:50,0.099
1/7/2017 4:00,0.073
1/7/2017 4:10,0.066
1/7/2017 4:20,0.044
1/7/2017 4:30,0.029
1/7/2017 4:40,0.055
1/7/2017 4:50,0.059
1/7/2017 5:00,0.062
1/7/2017 5:10,0.081
1/7/2017 5:20,0.029
1/7/2017 5:30,0.04
1/7/2017 5:40,0.048
1/7/2017 5:50,0.077
1/7/2017 6:00,0.051
1/7/2017 6:10,0.04
1/7/2017 6:20,0.066
1/7/2017 6:30,0.062
1/7/2017 6:40,0.066
1/7/2017 6:50,0.07
1/7/2017 7:00,0.048
1/7/2017 7:10,0.04
1/7/2017 7:20,0.04
1/7/2017 7:30,0.037
1/7/2017 7:40,0.062
1/7/2017 7:50,0.066
1/7/2017 8:00,0.073
1/7/2017 8:10,0.593
1/7/2017 8:20,4.216
1/7/2017 8:30,8.92
1/7/2017 8:40,22.16
1/7/2017 8:50,55.55
1/7/2017 9:00,76.5
1/7/2017 9:10,63.67
1/7/2017 9:20,53.27
1/7/2017 9:30,99.6
1/7/2017 9:40,159.3
1/7/2017 9:50,196.8
1/7/2017 10:00,222.1
1/7/2017 10:10,240.4
1/7/2017 10:20,260.7
1/7/2017 10:30,283.7
1/7/2017 10:40,300.3
1/7/2017 10:50,313.5
1/7/2017 11:00,341.1
1/7/2017 11:10,362.1
1/7/2017 11:20,376
1/7/2017 11:30,392.8
